Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02 00:00:00-05:00,3.2402135507651475,3.434665907926517,3.2255800046047898,3.3786120414733887,508752000,0.0,0.0
2019-01-03 00:00:00-05:00,3.318341286577103,3.352320884798092,3.167045443134903,3.1744861602783203,705552000,0.0,0.0
2019-01-04 00:00:00-05:00,3.247653849047138,3.416063553073512,3.2168987117101215,3.3778676986694336,585620000,0.0,0.0
2019-01-07 00:00:00-05:00,3.435162229222203,3.59365092195496,3.3838206351534885,3.556694984436035,709160000,0.0,0.0
2019-01-08 00:00:00-05:00,3.6382958216001153,3.640528250152995,3.395478177445629,3.4681499004364014,786016000,0.0,0.0
2019-01-09 00:00:00-05:00,3.5194907137489597,3.583729675037065,3.4688935019669667,3.5363566875457764,617260000,0.0,0.0
2019-01-10 00:00:00-05:00,3.517010150374706,3.6107638433548477,3.4564916745154566,3.6020829677581787,523156000,0.0,0.0
2019-01-11 00:00:00-05:00,3.5797609271203212,3.7141912765458183,3.55198212252557,3.691372871398926,874764000,0.0,0.0
2019-01-14 00:00:00-05:00,3.6390385336886917,3.756602886861399,3.6154759904739655,3.731304168701172,730168000,0.0,0.0
2019-01-15 00:00:00-05:00,3.7640443487079756,3.8034806006116004,3.6988135938753057,3.717167615890503,617012000,0.0,0.0
2019-01-16 00:00:00-05:00,3.7444507073443942,3.7774380405159023,3.6861646489516136,3.6916210651397705,470104000,0.0,0.0
2019-01-17 00:00:00-05:00,3.65863334731604,3.8029844923426044,3.6313503230990216,3.763052225112915,493436000,0.0,0.0
2019-01-18 00:00:00-05:00,3.8129056193389834,3.918316768769339,3.7613161404143725,3.8922739028930664,651336000,0.0,0.0
2019-01-22 00:00:00-05:00,3.8620148556554263,3.8736720666165785,3.6596255394129398,3.689884662628174,661552000,0.0,0.0
2019-01-23 00:00:00-05:00,3.745194742488632,3.83398804984136,3.6715309972398558,3.702782154083252,591020000,0.0,0.0
2019-01-24 00:00:00-05:00,3.787359097953985,3.9324541561368935,3.782646588263696,3.914844512939453,708972000,0.0,0.0
2019-01-25 00:00:00-05:00,3.855317239525405,3.990243343345243,3.752634553932681,3.972137451171875,1154572000,0.0,0.0
2019-01-28 00:00:00-05:00,3.3867957070114176,3.513040925193644,3.249141407647306,3.4230074882507324,2511528000,0.0,0.0
2019-01-29 00:00:00-05:00,3.3768761425709912,3.425241405058726,3.2493907103012574,3.264024257659912,1153932000,0.0,0.0
2019-01-30 00:00:00-05:00,3.3401679723152666,3.42201657819668,3.2605515581331366,3.4076311588287354,974228000,0.0,0.0
2019-01-31 00:00:00-05:00,3.4044067964964397,3.601091582731897,3.382580422117589,3.565375804901123,842852000,0.0,0.0
2019-02-01 00:00:00-05:00,3.583977559828755,3.6407755667600417,3.536356682517665,3.589682102203369,625048000,0.0,0.0
2019-02-04 00:00:00-05:00,3.605555147350185,3.737257033404943,3.583480888086816,3.7000532150268555,528592000,0.0,0.0
2019-02-05 00:00:00-05:00,3.711958907628732,3.755859543335461,3.6782274339296945,3.719151735305786,542424000,0.0,0.0
2019-02-06 00:00:00-05:00,3.752386981842785,3.8592864122487067,3.746930566323357,3.794799566268921,702464000,0.0,0.0
2019-02-07 00:00:00-05:00,3.7484184357267507,3.750650627108417,3.6134923184345,3.656400680541992,637120000,0.0,0.0
2019-02-08 00:00:00-05:00,3.5891853835270475,3.6856675148490874,3.574799967193932,3.6750025749206543,461604000,0.0,0.0
2019-02-11 00:00:00-05:00,3.630854053290244,3.6851717349873496,3.583977088343615,3.6323423385620117,495180000,0.0,0.0
2019-02-12 00:00:00-05:00,3.6707864920727515,3.7650364426875536,3.656400837597659,3.749410629272461,591060000,0.0,0.0
2019-02-13 00:00:00-05:00,3.77892601742269,3.8649911122039553,3.765284504994078,3.791823387145996,605372000,0.0,0.0
2019-02-14 00:00:00-05:00,3.7908318360111717,3.8610232356985885,3.747675101664512,3.8327481746673584,827264000,0.0,0.0
2019-02-15 00:00:00-05:00,4.041585796953289,4.064403966211165,3.87962476475346,3.9024431705474854,1516748000,0.0,0.0
2019-02-19 00:00:00-05:00,3.8917781028503864,3.965689974765579,3.8726801736064362,3.8850812911987305,551892000,0.0,0.0
2019-02-20 00:00:00-05:00,3.914348450691501,3.999669409038673,3.9031874919722767,3.9324543476104736,540988000,0.0,0.0
2019-02-21 00:00:00-05:00,3.9451034506667084,3.969657794034236,3.848869196173878,3.8635027408599854,448548000,0.0,0.0
2019-02-22 00:00:00-05:00,3.915340212722184,3.967177578588612,3.901698701057912,3.9483275413513184,401740000,0.0,0.0
2019-02-25 00:00:00-05:00,4.031912806750403,4.099375753632041,3.9272455627525167,3.935926675796509,656020000,0.0,0.0
2019-02-26 00:00:00-05:00,3.9312131150733873,3.987266962567562,3.8630058071816302,3.896489381790161,488464000,0.0,0.0
2019-02-27 00:00:00-05:00,3.8821053593690538,3.9086440076110036,3.797528305092801,3.85457444190979,500256000,0.0,0.0
2019-02-28 00:00:00-05:00,3.8483664215753706,3.8707118128757507,3.8076483318839234,3.829993486404419,324944000,0.004,0.0
2019-03-01 00:00:00-05:00,3.8798982455487363,3.92657513882854,3.8215521289489813,3.8843674659729004,357188000,0.0,0.0
2019-03-04 00:00:00-05:00,3.9228510243429127,3.945692943318342,3.8359523320394753,3.8925607204437256,409992000,0.0,0.0
2019-03-05 00:00:00-05:00,3.8769189509884208,3.924340755108542,3.822545289105756,3.886105537414551,362924000,0.0,0.0
2019-03-06 00:00:00-05:00,3.87716720244845,3.885608642255698,3.772392338538113,3.775123357772827,403524000,0.0,0.0
2019-03-07 00:00:00-05:00,3.7515370685083864,3.7612201834433527,3.6596728515952277,3.705853223800659,450104000,0.0,0.0
2019-03-08 00:00:00-05:00,3.6164717783346734,3.7507922890116023,3.5951194390809995,3.7401161193847656,422416000,0.0,0.0
2019-03-11 00:00:00-04:00,3.763703009988653,4.0236537389647316,3.716529346606044,4.00081205368042,859728000,0.0,0.0
2019-03-12 00:00:00-04:00,4.0286196197430275,4.081503469403559,3.9523970829804664,4.0350751876831055,579576000,0.0,0.0
2019-03-13 00:00:00-04:00,4.072565078411726,4.215823549459591,4.065116456228582,4.186526298522949,768900000,0.0,0.0
2019-03-14 00:00:00-04:00,4.195713047651759,4.207630654182321,4.102855543124275,4.1105523109436035,519384000,0.0,0.0
2019-03-15 00:00:00-04:00,4.153752564254689,4.258775802577624,4.150276635745078,4.216071605682373,661484000,0.0,0.0
2019-03-18 00:00:00-04:00,4.247603635099226,4.301481007249157,4.167656795889556,4.1947197914123535,486992000,0.0,0.0
2019-03-19 00:00:00-04:00,4.289315699384135,4.407001491435764,4.2724328152998705,4.362558841705322,854972000,0.0,0.0
2019-03-20 00:00:00-04:00,4.391606967692556,4.444987575043379,4.29527353970393,4.330033302307129,719148000,0.0,0.0
2019-03-21 00:00:00-04:00,4.353122573356943,4.593210703343398,4.348156826509816,4.566892623901367,824312000,0.0,0.0
2019-03-22 00:00:00-04:00,4.539582587836469,4.588245587665395,4.393096350613018,4.4070000648498535,747644000,0.0,0.0
2019-03-25 00:00:00-04:00,4.3662826913872514,4.430587380254781,4.248348772825483,4.314640045166016,525212000,0.0,0.0
2019-03-26 00:00:00-04:00,4.456408447121037,4.512520074200407,4.334998606412383,4.391358852386475,703508000,0.0,0.0
2019-03-27 00:00:00-04:00,4.416932349902503,4.463360629578851,4.312654000915736,4.382172584533691,474372000,0.0,0.0
2019-03-28 00:00:00-04:00,4.4082426561591666,4.466589024153614,4.347662032562828,4.400794506072998,480264000,0.0,0.0
2019-03-29 00:00:00-04:00,4.467580826491313,4.48247806960606,4.417179860609739,4.458146095275879,456896000,0.0,0.0
2019-04-01 00:00:00-04:00,4.550010133273314,4.555968935283011,4.478256837421184,4.525678634643555,483824000,0.0,0.0
2019-04-02 00:00:00-04:00,4.549763159004332,4.587998380977863,4.506810333844025,4.543555736541748,440920000,0.0,0.0
2019-04-03 00:00:00-04:00,4.593209999979775,4.742179067664015,4.588244253893058,4.6830878257751465,783504000,0.0,0.0
2019-04-04 00:00:00-04:00,4.66769632999413,4.716607955775909,4.611336555397946,4.67415189743042,457376000,0.0,0.0
2019-04-05 00:00:00-04:00,4.717353496990744,4.758320215194407,4.680856236945936,4.740940093994141,481744000,0.0,0.0
2019-04-08 00:00:00-04:00,4.710400549038209,4.786871454538116,4.686317193286738,4.7617950439453125,424192000,0.0,0.0
2019-04-09 00:00:00-04:00,4.728277584145963,4.739450281322805,4.656772416926146,4.698980331420898,439972000,0.0,0.0
2019-04-10 00:00:00-04:00,4.698236068081597,4.795313953281492,4.6937670833080825,4.7694926261901855,444772000,0.0,0.0
2019-04-11 00:00:00-04:00,4.771974644927662,4.803506625194493,4.7061801385020035,4.755588054656982,374600000,0.0,0.0
2019-04-12 00:00:00-04:00,4.794320362261904,4.798293055816459,4.708911476097654,4.717601299285889,471708000,0.0,0.0
2019-04-15 00:00:00-04:00,4.7099038316358754,4.714869579451652,4.546037942193431,4.585762977600098,440092000,0.0,0.0
2019-04-16 00:00:00-04:00,4.624991644342724,4.691779199167128,4.592218467007081,4.672909736633301,394964000,0.0,0.0
2019-04-17 00:00:00-04:00,4.707917390906788,4.728772961994909,4.627722416203841,4.6500678062438965,351004000,0.0,0.0
2019-04-18 00:00:00-04:00,4.656772115455802,4.690786495490923,4.597680849564669,4.62548828125,380988000,0.0,0.0
2019-04-22 00:00:00-04:00,4.601901669625881,4.6950073151784295,4.570370163769196,4.679365634918213,279936000,0.0,0.0
2019-04-23 00:00:00-04:00,4.692523857684261,4.765270684743734,4.6828409816166054,4.733986854553223,346856000,0.0,0.0
2019-04-24 00:00:00-04:00,4.744415203445908,4.787119879032069,4.683586447218865,4.746401786804199,318204000,0.0,0.0
2019-04-25 00:00:00-04:00,4.7061804249786885,4.728525819758907,4.560935832467111,4.640634059906006,499296000,0.0,0.0
2019-04-26 00:00:00-04:00,4.486698571293301,4.491168028500112,4.30272201731212,4.421648979187012,868988000,0.0,0.0
2019-04-29 00:00:00-04:00,4.4295952378711405,4.480244839570479,4.357345147346484,4.452437400817871,391920000,0.0,0.0
2019-04-30 00:00:00-04:00,4.420158983865907,4.519471569239012,4.401041376296051,4.493898868560791,362920000,0.0,0.0
2019-05-01 00:00:00-04:00,4.546286424145795,4.588494332189084,4.4804914514678735,4.480740070343018,354280000,0.0,0.0
2019-05-02 00:00:00-04:00,4.4904230217569605,4.589983754259722,4.4472220581712465,4.548272609710693,394684000,0.0,0.0
2019-05-03 00:00:00-04:00,4.556714352062512,4.566645374144554,4.482229555428202,4.543803691864014,336824000,0.0,0.0
2019-05-06 00:00:00-04:00,4.357343925793299,4.477512564245581,4.320101763110239,4.465346813201904,422176000,0.0,0.0
2019-05-07 00:00:00-04:00,4.416932561940368,4.416932561940368,4.249838860763193,4.2980055809021,555220000,0.0,0.0
2019-05-08 00:00:00-04:00,4.2704452897083005,4.398310209485837,4.258527685151689,4.318115234375,419168000,0.0,0.0
2019-05-09 00:00:00-04:00,4.249092412820793,4.258775287704113,4.106578887596491,4.225505352020264,660248000,0.0,0.0
2019-05-10 00:00:00-04:00,4.194720818758758,4.260267194024938,4.071821128354711,4.191493034362793,569500000,0.0,0.0
2019-05-13 00:00:00-04:00,4.05940664417029,4.082496948850631,3.918134269998556,3.9340243339538574,656912000,0.0,0.0
2019-05-14 00:00:00-04:00,3.973748260540364,4.058412692325528,3.9350165193845448,4.023156642913818,524880000,0.0,0.0
2019-05-15 00:00:00-04:00,3.9675425184197772,3.9985777392589053,3.908203333397247,3.962080478668213,502320000,0.0,0.0
2019-05-16 00:00:00-04:00,3.956618108816952,4.019929986249109,3.9141620451532346,3.9772253036499023,781088000,0.0,0.0
2019-05-17 00:00:00-04:00,3.9352655964130188,4.06462035768128,3.846877311968872,3.8863539695739746,1022068000,0.0,0.0
2019-05-20 00:00:00-04:00,3.7875376800878664,3.842656252425958,3.742846894564029,3.7676751613616943,572064000,0.0,0.0
2019-05-21 00:00:00-04:00,3.8285040378008617,3.8657462000816913,3.789772056432059,3.84985613822937,361848000,0.0,0.0
2019-05-22 00:00:00-04:00,3.811124104671769,3.8371935689357204,3.767922906094559,3.7788474559783936,325868000,0.0,0.0
2019-05-23 00:00:00-04:00,3.7165288774733862,3.7165288774733862,3.597850297930275,3.657686233520508,591844000,0.0,0.0
2019-05-24 00:00:00-04:00,3.6765559641663987,3.711812021022627,3.597105881950612,3.6038095951080322,357584000,0.0,0.0
2019-05-28 00:00:00-04:00,3.6214372219886406,3.6542104009467318,3.556635536845218,3.558621883392334,428356000,0.0,0.0
2019-05-29 00:00:00-04:00,3.5109522034892886,3.545959879372853,3.4496266751563858,3.4843862056732178,559800000,0.0,0.0
2019-05-30 00:00:00-04:00,3.487617447288035,3.5234108400435664,3.419510558499718,3.457789659500122,394300000,0.004,0.0
2019-05-31 00:00:00-04:00,3.4088217998716854,3.4761829208165436,3.3653228589273634,3.36706280708313,389720000,0.0,0.0
2019-06-03 00:00:00-04:00,3.37824871995162,3.417024915936311,3.295973814096464,3.3253045082092285,478644000,0.0,0.0
2019-06-04 00:00:00-04:00,3.3894339009803502,3.5597011126988973,3.36731166785347,3.554481267929077,641836000,0.0,0.0
2019-06-05 00:00:00-04:00,3.628305300756474,3.6337738114711264,3.475437799841802,3.511728286743164,511616000,0.0,0.0
2019-06-06 00:00:00-04:00,3.515954075949927,3.598477648768991,3.5134683676176786,3.5738697052001953,408140000,0.0,0.0
2019-06-07 00:00:00-04:00,3.579835105960226,3.650924558621682,3.560695437355066,3.6166226863861084,348856000,0.0,0.0
2019-06-10 00:00:00-04:00,3.6727982116018945,3.7580561500002627,3.6727982116018945,3.6894521713256836,402780000,0.0,0.0
2019-06-11 00:00:00-04:00,3.749355992241445,3.787137994797437,3.707597236216602,3.7471189498901367,383872000,0.0,0.0
2019-06-12 00:00:00-04:00,3.7036201641318653,3.7098344343132283,3.618859557489527,3.6340219974517822,358892000,0.0,0.0
2019-06-13 00:00:00-04:00,3.656144414445712,3.7036203505907253,3.6384962655224147,3.6852266788482666,308080000,0.0,0.0
2019-06-14 00:00:00-04:00,3.592014607281213,3.6163738828770646,3.5505042776963482,3.595245838165283,394428000,0.0,0.0
2019-06-17 00:00:00-04:00,3.5935060604580635,3.641976422420914,3.570638066404109,3.604940176010132,276040000,0.0,0.0
2019-06-18 00:00:00-04:00,3.666335317919508,3.855493284164672,3.6553985347875786,3.800063371658325,581920000,0.0,0.0
2019-06-19 00:00:00-04:00,3.8353597722859276,3.846793649915512,3.779929621194194,3.8060290813446045,331644000,0.0,0.0
2019-06-20 00:00:00-04:00,3.8967547561557243,3.910674339899514,3.815971152863918,3.830387830734253,350168000,0.0,0.0
2019-06-21 00:00:00-04:00,3.815474944015921,3.8646908297150873,3.7657617270246857,3.7722244262695312,434428000,0.0,0.0
2019-06-24 00:00:00-04:00,3.7936003380167858,3.824173879421899,3.746372839244616,3.7945945262908936,282948000,0.0,0.0
2019-06-25 00:00:00-04:00,3.799566620241872,3.874633300494643,3.762530374341305,3.7652645111083984,311868000,0.0,0.0
2019-06-26 00:00:00-04:00,3.8927783620558256,4.019795294313884,3.87985296458632,3.9586479663848877,584072000,0.0,0.0
